timestamp,meter_id,voltage,current,power_factor,power_kw,energy_kwh,temperature
2025-01-01 00:00:00,M01,414.3086784941441,37.796553663530744,0.8866435964585925,24.04838642739048,6.01209660684762,29.275608738757533
2025-01-01 00:15:00,M01,420.0525764240326,34.48747074075158,0.9059157684219514,22.730733189246394,5.682683297311598,30.17024017434386
2025-01-01 00:30:00,M01,412.6713512321487,27.668550538995067,0.841623529619192,16.644441405871664,4.161110351467916,31.80147872958761
2025-01-01 00:45:00,M01,407.3806200119207,34.09511600413654,0.8927592777343637,21.477688372483794,5.369422093120948,22.350785194658833
2025-01-01 01:00:00,M01,413.8711184975673,35.03849674283779,0.99,24.866027410376226,6.2165068525940566,29.576932087518404
2025-01-01 01:15:00,M01,412.4228216895377,28.827104915075232,0.9019808393024359,18.573838168391223,4.643459542097806,26.833225000826893
2025-01-01 01:30:00,M01,424.2613909225447,22.67807555589735,0.9039905358847254,15.064829487817374,3.7662073719543434,27.977888550719495
2025-01-01 01:45:00,M01,416.94674456628064,53.38303438503581,0.9262659078501427,35.70920245480298,8.927300613700744,20.161319504480897
2025-01-01 02:00:00,M01,415.9843061793456,22.82988407782812,0.9265591494816159,15.241033895034121,3.8102584737585303,31.527044155794442
2025-01-01 02:15:00,M01,407.0835289323156,21.799845868973343,0.9061808368712064,13.928759987321152,3.482189996830288,32.22848890487566
2025-01-01 02:30:00,M01,406.1847992231863,29.38209370091002,0.9374636838413912,19.378559292231422,4.844639823057856,31.55099383837343
2025-01-01 02:45:00,M01,418.77498898622366,32.88572947342772,0.8948234743033209,21.34451110224294,5.336127775560735,26.76315049659514
2025-01-01 03:00:00,M01,419.8777256356118,30.90488428582739,0.9146680363618804,20.557679355317067,5.139419838829267,26.358466765254796
2025-01-01 03:15:00,M01,410.5089603027216,41.32264210657334,0.91783969635259,26.967344747574945,6.741836186893736,32.014131591568095
2025-01-01 03:30:00,M01,411.77440122697436,34.17019216588936,0.9648630275865042,23.514354319500054,5.8785885798750135,29.35272500797328
2025-01-01 03:45:00,M01,410.39804597466315,54.98489105833027,0.9226114120471451,36.06019764978806,9.015049412447015,26.80397059813653
2025-01-01 04:00:00,M01,405.06215542699556,36.20282442285152,0.9039675063897948,22.96030065044001,5.740075162610003,22.019784516742657
2025-01-01 04:15:00,M01,418.7185564188561,21.575905842922936,0.8957451919132045,14.016396009544412,3.504099002386103,25.992971825661854
2025-01-01 04:30:00,M01,416.64375554829843,38.66116474703799,0.9611558640064933,26.81601614332571,6.704004035831428,28.70221317581933
2025-01-01 04:45:00,M01,418.36562751386987,24.758980919442223,0.9082367554060353,16.294778525120716,4.073694631280179,22.145940207471526
2025-01-01 05:00:00,M01,416.3052763608994,30.206448350431135,0.8403447185730959,18.30331196094022,4.575827990235055,29.382071775555065
2025-01-01 05:15:00,M01,413.5543157176503,26.153667835287806,0.9151614286500198,17.144447577315667,4.286111894328917,29.616203427258153
2025-01-01 05:30:00,M01,415.8728890641592,42.620305870024275,0.9194434758646508,28.226877238326438,7.056719309581609,21.305981512039107
2025-01-01 05:45:00,M01,410.03706910298405,19.25196056482916,0.9218069062982308,12.603717749806318,3.1509294374515795,37.852968449941145
2025-01-01 06:00:00,M01,416.5077367116681,58.6342279612676,0.9301946289255993,39.34673849683079,9.836684624207697,27.97047940022171
2025-01-01 06:15:00,M01,409.2510371125282,78.73362334623124,0.9437309584112914,52.66945885614767,13.167364714036918,24.362450180821043
2025-01-01 06:30:00,M01,407.9907446860386,85.67087463521148,0.893580775444107,54.09759472784705,13.524398681961763,28.307579794338285
2025-01-01 06:45:00,M01,419.61581304170977,57.44100052516851,0.9229895409526293,38.532860403688694,9.633215100922174,25.986097383535203
2025-01-01 07:00:00,M01,415.3428148740301,57.71871520027719,0.936090080971462,38.86884430928627,9.717211077321567,24.34123627495489
2025-01-01 07:15:00,M01,414.19531311568466,66.65844291464289,0.896502401229913,42.871870228629035,10.717967557157259,26.7117539351773
2025-01-01 07:30:00,M01,408.84567841783024,78.97127946544364,0.9609165957325132,53.73718437195813,13.434296092989532,38.15665086507733
2025-01-01 07:45:00,M01,413.9706664145225,72.97532990945204,0.9277964838274527,48.54661856058094,12.136654640145235,31.12729148710924
2025-01-01 08:00:00,M01,408.3977169345786,62.43025699326751,0.9385292253653343,41.44640405394959,10.361601013487398,32.86828318792044
2025-01-01 08:15:00,M01,419.2370071628832,58.3290103156176,0.9287921741989604,39.339007119536944,9.834751779884236,25.14259432789453
2025-01-01 08:30:00,M01,417.36916460455893,83.41485494902793,0.9420350319464014,56.805637726001,14.20140943150025,24.182010952154318
2025-01-01 08:45:00,M01,409.34785973439733,65.8371004077256,0.9489012838773296,44.29399793795194,11.073499484487986,29.65112370774599
2025-01-01 09:00:00,M01,424.48396491326974,66.73512539774579,0.8789038682985112,43.123874487598144,10.780968621899536,24.912877002026967
2025-01-01 09:15:00,M01,413.80202745903097,77.8218917630037,0.9203900567563372,51.336581254632364,12.834145313658091,33.814136308629266
