timestamp,meter_id,voltage,current,power_factor,power_kw,energy_kwh,temperature,hour,anomaly
2025-01-10 17:15:00,M01,412.6931389262661,213.30403829321276,0.8946453812472153,136.40738328343417,34.10184582085854,30.21355593229771,17,True
2025-01-14 18:15:00,M01,407.081960327899,252.48829680395065,0.8793873597587073,156.5539234701928,39.1384808675482,30.937906980004872,18,True
2025-01-19 17:00:00,M01,414.165926296508,213.8397105801904,0.99,151.8652978483499,37.96632446208748,27.56437401944667,17,True
2025-01-22 16:45:00,M01,412.71321465517855,198.91235170233375,0.8996451580853834,127.92104573397324,31.980261433493308,26.77800214778539,16,True
2025-01-30 19:15:00,M01,414.76085076901046,179.18256359928864,0.8923106930487772,114.86037431142202,28.715093577855505,28.3756259266418,19,True
2025-01-31 12:30:00,M01,403.8703229102096,218.11636195132485,0.9044350945724036,137.9965472095027,34.49913680237567,24.665726193989844,12,True
2025-02-03 10:30:00,M01,420.9423748325176,186.12612138085203,0.9281659777926138,125.95524202748358,31.48881050687089,22.63846325961473,10,True
2025-02-04 21:45:00,M01,421.3225414061357,217.0545509071868,0.921988242120327,146.03925243092525,36.50981310773131,31.139554749976742,21,True
2025-02-09 14:45:00,M01,410.5576401666504,212.5004389255886,0.909156070125096,137.3830139848099,34.345753496202484,26.482082975953023,14,True
2025-02-10 21:15:00,M01,409.3879541909925,171.46127305876942,0.9668800551569204,117.5531666980542,29.388291674513557,29.912895760650493,21,True
2025-02-22 19:00:00,M01,420.4796807380378,194.2756197326117,0.881533642909131,124.7276774876506,31.18191937191265,29.72504548456014,19,True
2025-03-01 17:45:00,M01,418.8616019088674,184.56179534189005,0.9114648768604576,122.04301292592346,30.510753231480862,25.453025508244767,17,True
2025-03-11 17:15:00,M01,411.1941045711926,240.8043373569497,0.9254945611612784,158.7251268401308,39.6812817100327,24.840204572400825,17,True
2025-03-14 15:15:00,M01,411.3375604156324,176.47427606152834,0.986485597361386,124.03125934535598,31.007814836338994,28.01348796883944,15,True
2025-03-28 18:00:00,M01,412.4124770463279,285.5275464484713,0.924734773602628,188.60692120135127,47.15173030033782,30.27796931071835,18,True
2025-03-30 10:00:00,M01,413.0634294767738,182.18866768609067,0.9227872885787816,120.28191593506143,30.07047898376536,24.39480841612493,10,True
2025-01-02 17:30:00,M02,418.0908505073548,169.57793449864593,0.961801412751596,118.10982954050102,29.527457385125256,32.27878811290007,17,True
2025-01-11 15:15:00,M02,410.3057554851276,183.07298626828896,0.9065919178740092,117.95173817927864,29.48793454481966,33.87763811873306,15,True
2025-01-26 17:45:00,M02,410.7892636419052,209.2330005732584,0.9587067945853538,142.72356999017452,35.68089249754363,28.71017796609551,17,True
2025-01-30 21:00:00,M02,412.5721960084712,249.02752092919388,0.8836758423043738,157.2537141656619,39.31342854141548,29.16424754105073,21,True
2025-02-04 19:00:00,M02,411.7085321416719,247.7358709168128,0.94393276960405,166.75560977472637,41.68890244368159,17.807362900853065,19,True
2025-02-13 18:15:00,M02,417.9394122961712,294.7600334683969,0.9499182384068698,202.68834584925872,50.67208646231468,30.2977203983274,18,True
2025-02-14 19:45:00,M02,434.28315087188497,192.83711349507,0.8728313362194517,126.60607914741126,31.651519786852816,31.853364096204125,19,True
2025-02-16 21:00:00,M02,414.0200234117468,191.0913729277885,0.8796499427260978,120.54048440545856,30.135121101364643,20.415288083662556,21,True
2025-02-19 13:15:00,M02,420.0074872312674,160.46722539943295,0.9650986237226248,112.66154415417256,28.165386038543136,35.111514943285826,13,True
2025-02-23 11:15:00,M02,404.2485610180423,190.35481149465645,0.9013639673768296,120.13599829436195,30.03399957359049,23.727790900654234,11,True
2025-02-25 20:15:00,M02,422.0760629953399,181.9488040960728,0.9600605087791344,127.70243002311264,31.925607505778164,29.98260135979383,20,True
2025-03-03 21:00:00,M02,419.3863279917375,202.46543250830013,0.9836065071265968,144.65957154228352,36.16489288557088,35.52390598130801,21,True
2025-03-04 13:30:00,M02,408.58365463051314,172.45556572130607,0.9476426653806316,115.65474002818353,28.91368500704588,27.76862516162224,13,True
2025-03-08 15:30:00,M02,412.31758894792506,168.44800117521356,0.9261817956148674,111.41780325073582,27.854450812683957,26.200383778991977,15,True
2025-03-09 18:30:00,M02,412.79762161877807,257.2805283781133,0.925837641403598,170.30977158044627,42.57744289511157,25.79416807181361,18,True
2025-03-12 19:45:00,M02,418.06857402256776,167.61237817613213,0.9319284293168744,113.1089052732233,28.277226318305825,34.63116153469923,19,True
2025-03-13 20:30:00,M02,420.3058810884097,197.3509646435409,0.9284253903498736,133.38664732931963,33.34666183232991,28.87931836507304,20,True
