timestamp,meter_id,voltage_V,current_A,real_power_kW,power_factor,apparent_power_kVA,reactive_power_kVAR,calculated_power_kW,power_error_kW
2025-01-01 00:00:00,M01,414.308678494144,37.7965536635307,24.0483864273905,0.886643596458592,27.1229460444353,12.5430981965482,24.0483864273905,0
2025-01-01 00:15:00,M01,420.052576424033,34.4874707407516,22.7307331892464,0.905915768421951,25.0914422527846,10.6251702576532,22.7307331892464,7.105427357601e-15
2025-01-01 00:30:00,M01,412.671351232149,27.6685505389951,16.6444414058717,0.841623529619192,19.7765875360005,10.6806359761765,16.6444414058717,0
2025-01-01 00:45:00,M01,407.380620011921,34.0951160041365,21.4776883724838,0.892759277734364,24.0576479104084,10.8387879929285,21.4776883724838,0
2025-01-01 01:00:00,M01,413.871118497567,35.0384967428378,24.8660274103762,0.99,25.1171994044204,3.5432170054678,24.8660274103762,0
2025-01-01 01:15:00,M01,412.422821689538,28.8271049150752,18.5738381683912,0.901980839302436,20.5922757547219,8.89125168088943,18.5738381683912,0
2025-01-01 01:30:00,M01,424.261390922545,22.6780755558974,15.0648294878174,0.903990535884725,16.6648088556299,7.12508011868415,15.0648294878174,0
2025-01-01 01:45:00,M01,416.946744566281,53.3830343850358,35.709202454803,0.926265907850143,38.5517831890022,14.5290346235985,35.709202454803,1.4210854715202e-14
2025-01-01 02:00:00,M01,415.984306179346,22.8298840778281,15.2410338950341,0.926559149481616,16.4490673947379,6.18730183254787,15.2410338950341,0
2025-01-01 02:15:00,M01,407.083528932316,21.7998458689733,13.9287599873212,0.906180836871206,15.3708392636213,6.50018037316532,13.9287599873212,0
2025-01-01 02:30:00,M01,406.184799223186,29.38209370091,19.3785592922314,0.937463683841391,20.6712639926754,7.1953175616057,19.3785592922314,0
2025-01-01 02:45:00,M01,418.774988986224,32.8857294734277,21.3445111022429,0.894823474303321,23.8533204762661,10.6486028919141,21.3445111022429,3.5527136788005e-15
2025-01-01 03:00:00,M01,419.877725635612,30.9048842858274,20.5576793553171,0.91466803636188,22.4755633060994,9.08475456192692,20.5576793553171,0
2025-01-01 03:15:00,M01,410.508960302722,41.3226421065733,26.9673447475749,0.91783969635259,29.3813231817502,11.6629528497673,26.9673447475749,0
2025-01-01 03:30:00,M01,411.774401226974,34.1701921658894,23.5143543195001,0.964863027586504,24.3706657289155,6.40347476043631,23.5143543195001,0
2025-01-01 03:45:00,M01,410.398045974663,54.9848910583303,36.0601976497881,0.922611412047145,39.0849247894902,15.0762558766535,36.0601976497881,0
2025-01-01 04:00:00,M01,405.062155426996,36.2028244228515,22.96030065044,0.903967506389795,25.3994756317485,10.8608451056623,22.96030065044,0
2025-01-01 04:15:00,M01,418.718556418856,21.5759058429229,14.0163960095444,0.895745191913204,15.6477490876698,6.95648578049988,14.0163960095444,0
2025-01-01 04:30:00,M01,416.643755548298,38.661164747038,26.8160161433257,0.961155864006493,27.899758142811,7.70050534888743,26.8160161433257,3.5527136788005e-15
2025-01-01 04:45:00,M01,418.36562751387,24.7589809194422,16.2947785251207,0.908236755406035,17.9411132924652,7.50757877017201,16.2947785251207,0
2025-01-01 05:00:00,M01,416.305276360899,30.2064483504311,18.3033119609402,0.840344718573096,21.7807187412556,11.8062898552503,18.3033119609402,0
2025-01-01 05:15:00,M01,413.55431571765,26.1536678352878,17.1444475773157,0.91516142865002,18.7337960720284,7.55135964823705,17.1444475773157,0
2025-01-01 05:30:00,M01,415.872889064159,42.6203058700243,28.2268772383264,0.919443475864651,30.6999592463057,12.0719053631678,28.2268772383264,3.5527136788005e-15
2025-01-01 05:45:00,M01,410.037069102984,19.2519605648292,12.6037177498063,0.921806906298231,13.6728393589716,5.30026744791815,12.6037177498063,1.77635683940025e-15
2025-01-01 06:00:00,M01,416.507736711668,58.6342279612676,39.3467384968308,0.930194628925599,42.2994685986065,15.5267257780418,39.3467384968308,0
2025-01-01 06:15:00,M01,409.251037112528,78.7336233462312,52.6694588561477,0.943730958411291,55.8098241736323,18.4571010208082,52.6694588561477,0
2025-01-01 06:30:00,M01,407.990744686039,85.6708746352115,54.0975947278471,0.893580775444107,60.540240137732,27.1766613217275,54.0975947278471,0
2025-01-01 06:45:00,M01,419.61581304171,57.4410005251685,38.5328604036887,0.922989540952629,41.7478841243623,16.0656309546503,38.5328604036887,0
